Bet created n 68 Nanterre,Le Portel 1642532400 basketball France LNB
Bet created n 69 New York Knicks,Minnesota Timberwolves 1642552200 basketball USA NBA
Bet created n 70 Golden State Warriors,Detroit Pistons 1642561200 basketball USA NBA
Bet created n 71 Motor City Cruise,College Park Skyhawks 1642550400 basketball USA NBA - G League
Bet created n 72 Sioux Falls Skyforce,South Bay Lakers 1642552200 basketball USA NBA - G League
Bet created n 73 Windy City Bulls,Raptors 905 1642554000 basketball USA NBA - G League
Bet created n 74 Salt Lake City Stars,Memphis Hustle 1642557600 basketball USA NBA - G League
Bet created n 75 Agua Caliente Clippers,Iowa Wolves 1642561200 basketball USA NBA - G League
Bet created n 76 Wisconsin Herd,Lakeland Magic 1642613400 basketball USA NBA - G League
16/02/2022 14:05:49 Bet created n 45 1645056000 basketball USA NBA Orlando Magic,Atlanta Hawks
16/02/2022 14:05:49 Bet created n 46 1645057800 basketball USA NBA Boston Celtics,Detroit Pistons
16/02/2022 14:05:49 Bet created n 47 1645057800 basketball USA NBA Indiana Pacers,Washington Wizards
16/02/2022 14:05:49 Bet created n 49 1645059600 basketball USA NBA Oklahoma City Thunder,San Antonio Spurs
16/02/2022 14:05:49 Bet created n 48 1645057800 basketball USA NBA New York Knicks,Brooklyn Nets
16/02/2022 14:05:49 Bet created n 50 1645059600 basketball USA NBA Chicago Bulls,Sacramento Kings
16/02/2022 14:05:49 Bet created n 51 1645059600 basketball USA NBA Minnesota Timberwolves,Toronto Raptors
16/02/2022 14:05:49 Bet created n 53 1645063200 basketball USA NBA Phoenix Suns,Houston Rockets
16/02/2022 14:05:49 Bet created n 52 1645059600 basketball USA NBA Memphis Grizzlies,Portland Trail Blazers
16/02/2022 14:05:49 Bet created n 55 1645066800 basketball USA NBA Los Angeles Lakers,Utah Jazz
16/02/2022 14:05:49 Bet created n 54 1645066800 basketball USA NBA Golden State Warriors,Denver Nuggets
16/02/2022 14:05:55 Bet created n 56 1645056000 basketball USA NBA - G League Capital City Go-Go,Greensboro Swarm
16/02/2022 14:05:55 Bet created n 58 1645056000 basketball USA NBA - G League Westchester,Raptors 905
16/02/2022 14:05:55 Bet created n 57 1645056000 basketball USA NBA - G League Grand Rapids Gold,Long Island Nets
16/02/2022 14:05:55 Bet created n 59 1645063200 basketball USA NBA - G League Salt Lake City Stars,Austin Toros Spurs
16/02/2022 14:05:55 Bet created n 60 1645066800 basketball USA NBA - G League Agua Caliente Clippers,South Bay Lakers
17/02/2022 18:34:43 Bet created n 61 1645142400 basketball USA NBA Charlotte Hornets,Miami Heat
17/02/2022 18:34:43 Bet created n 62 1645144200 basketball USA NBA Brooklyn Nets,Washington Wizards
17/02/2022 18:34:43 Bet created n 64 1645147800 basketball USA NBA Milwaukee Bucks,Philadelphia 76ers
17/02/2022 18:34:43 Bet created n 63 1645146000 basketball USA NBA New Orleans Pelicans,Dallas Mavericks
17/02/2022 18:34:43 Bet created n 65 1645155000 basketball USA NBA Los Angeles Clippers,Houston Rockets
17/02/2022 18:34:49 Bet created n 66 1645210800 basketball France LNB Le Portel,Strasbourg
17/02/2022 18:34:49 Bet created n 67 1645210800 basketball France LNB Lyon-Villeurbanne,Nanterre
17/02/2022 18:34:52 Bet created n 68 1645142400 basketball USA NBA - G League Delaware Blue Coats,Windy City Bulls
17/02/2022 18:34:52 Bet created n 70 1645142400 basketball USA NBA - G League Motor City Cruise,Fort Wayne Mad Ants
17/02/2022 18:34:52 Bet created n 71 1645144200 basketball USA NBA - G League Sioux Falls Skyforce,Rio Grande Valley Vipers
17/02/2022 18:34:52 Bet created n 72 1645144200 basketball USA NBA - G League Raptors 905,Wisconsin Herd
17/02/2022 18:34:52 Bet created n 69 1645142400 basketball USA NBA - G League Maine Celtics,College Park Skyhawks
17/02/2022 18:34:52 Bet created n 73 1645146000 basketball USA NBA - G League Memphis Hustle,Stockton Kings
17/02/2022 18:34:52 Bet created n 74 1645153200 basketball USA NBA - G League Santa Cruz Warriors,Texas Legends
17/02/2022 18:35:46 Bet created n 75 1645299000 basketball France LNB Gravelines-Dunkerque,Monaco
17/02/2022 18:36:44 Bet created n 77 1645372800 basketball France LNB JL Bourg,Lyon-Villeurbanne
17/02/2022 18:36:44 Bet created n 76 1645372800 basketball France LNB Limoges,Pau-Orthez
17/02/2022 18:36:44 Bet created n 78 1645376400 basketball France LNB Strasbourg,Nanterre
17/02/2022 18:36:44 Bet created n 79 1645376400 basketball France LNB Le Portel,Levallois
19/02/2022 01:04:19 Bet created n 80 1645405200 basketball USA NBA Team LeBron,Team Durant
20/02/2022 21:54:28 Bet created n 81 1645635600 basketball USA NBA - G League Windy City Bulls,Grand Rapids Gold
20/02/2022 21:54:28 Bet created n 82 1645642800 basketball USA NBA - G League Stockton Kings,South Bay Lakers
20/02/2022 21:54:28 Bet created n 83 1645657200 basketball USA NBA - G League Cleveland Charge,Fort Wayne Mad Ants
20/02/2022 21:55:31 Bet created n 84 1645660800 basketball USA NBA - G League College Park Skyhawks,Capital City Go-Go
20/02/2022 21:55:31 Bet created n 85 1645660800 basketball USA NBA - G League Greensboro Swarm,Raptors 905
20/02/2022 21:55:31 Bet created n 87 1645664400 basketball USA NBA - G League Memphis Hustle,Austin Toros Spurs
20/02/2022 21:55:31 Bet created n 88 1645664400 basketball USA NBA - G League Oklahoma City Blue,Sioux Falls Skyforce
20/02/2022 21:55:31 Bet created n 89 1645664400 basketball USA NBA - G League Texas Legends,Rio Grande Valley Vipers
20/02/2022 21:55:31 Bet created n 86 1645664400 basketball USA NBA - G League Iowa Wolves,Salt Lake City Stars
20/02/2022 21:55:31 Bet created n 91 1645729200 basketball USA NBA - G League Agua Caliente Clippers,Stockton Kings
20/02/2022 21:55:31 Bet created n 90 1645664400 basketball USA NBA - G League Wisconsin Herd,Motor City Cruise
20/02/2022 21:56:28 Bet created n 92 1645747200 basketball USA NBA Detroit Pistons,Cleveland Cavaliers
20/02/2022 21:56:28 Bet created n 93 1645749000 basketball USA NBA Brooklyn Nets,Boston Celtics
20/02/2022 21:56:28 Bet created n 94 1645750800 basketball USA NBA Chicago Bulls,Atlanta Hawks
20/02/2022 21:56:28 Bet created n 96 1645750800 basketball USA NBA Oklahoma City Thunder,Phoenix Suns
20/02/2022 21:56:28 Bet created n 95 1645750800 basketball USA NBA Minnesota Timberwolves,Memphis Grizzlies
20/02/2022 21:56:28 Bet created n 97 1645758000 basketball USA NBA Portland Trail Blazers,Golden State Warriors
20/02/2022 21:56:28 Bet created n 98 1645758000 basketball USA NBA Sacramento Kings,Denver Nuggets
20/02/2022 21:56:35 Bet created n 99 1645747200 basketball USA NBA - G League Long Island Nets,Lakeland Magic
20/02/2022 21:56:35 Bet created n 100 1645747200 basketball USA NBA - G League Grand Rapids Gold,Maine Celtics
20/02/2022 21:56:35 Bet created n 101 1645747200 basketball USA NBA - G League Delaware Blue Coats,Fort Wayne Mad Ants
20/02/2022 21:56:35 Bet created n 102 1645750800 basketball USA NBA - G League Wisconsin Herd,Westchester
20/02/2022 21:56:35 Bet created n 103 1645758000 basketball USA NBA - G League Santa Cruz Warriors,Birmingham Squadron
20/02/2022 21:57:29 Bet created n 104 1645833600 basketball USA NBA Washington Wizards,San Antonio Spurs
20/02/2022 21:57:29 Bet created n 106 1645833600 basketball USA NBA Indiana Pacers,Oklahoma City Thunder
20/02/2022 21:57:29 Bet created n 105 1645833600 basketball USA NBA Orlando Magic,Houston Rockets
20/02/2022 21:57:29 Bet created n 107 1645833600 basketball USA NBA Charlotte Hornets,Toronto Raptors
20/02/2022 21:57:29 Bet created n 108 1645835400 basketball USA NBA New York Knicks,Miami Heat
20/02/2022 21:57:29 Bet created n 109 1645837200 basketball USA NBA Minnesota Timberwolves,Philadelphia 76ers
20/02/2022 21:57:29 Bet created n 111 1645840800 basketball USA NBA Utah Jazz,Dallas Mavericks
20/02/2022 21:57:29 Bet created n 112 1645844400 basketball USA NBA Los Angeles Lakers,Los Angeles Clippers
20/02/2022 21:57:29 Bet created n 113 1645894800 basketball USA NBA Detroit Pistons,Boston Celtics
20/02/2022 21:57:29 Bet created n 110 1645840800 basketball USA NBA Phoenix Suns,New Orleans Pelicans
20/02/2022 21:57:34 Bet created n 115 1645833600 basketball USA NBA - G League Greensboro Swarm,Raptors 905
20/02/2022 21:57:34 Bet created n 114 1645833600 basketball USA NBA - G League Capital City Go-Go,Cleveland Charge
20/02/2022 21:57:34 Bet created n 118 1645918200 basketball USA NBA - G League College Park Skyhawks,Delaware Blue Coats
20/02/2022 21:57:34 Bet created n 116 1645837200 basketball USA NBA - G League Memphis Hustle,Austin Toros Spurs
20/02/2022 21:57:34 Bet created n 117 1645839000 basketball USA NBA - G League Rio Grande Valley Vipers,Oklahoma City Blue
20/02/2022 21:58:29 Bet created n 119 1645921800 basketball USA NBA Atlanta Hawks,Toronto Raptors
20/02/2022 21:58:29 Bet created n 120 1645923600 basketball USA NBA Miami Heat,San Antonio Spurs
20/02/2022 21:58:29 Bet created n 121 1645923600 basketball USA NBA Chicago Bulls,Memphis Grizzlies
20/02/2022 21:58:29 Bet created n 123 1645925400 basketball USA NBA Milwaukee Bucks,Brooklyn Nets
20/02/2022 21:58:29 Bet created n 122 1645923600 basketball USA NBA Cleveland Cavaliers,Washington Wizards
20/02/2022 21:58:29 Bet created n 126 1645993800 basketball USA NBA Phoenix Suns,Utah Jazz
20/02/2022 21:58:29 Bet created n 124 1645927200 basketball USA NBA Denver Nuggets,Sacramento Kings
20/02/2022 21:58:29 Bet created n 125 1645984800 basketball USA NBA New York Knicks,Philadelphia 76ers
20/02/2022 21:58:29 Bet created n 127 1645999200 basketball USA NBA Indiana Pacers,Boston Celtics
20/02/2022 21:58:35 Bet created n 128 1645920000 basketball USA NBA - G League Greensboro Swarm,Grand Rapids Gold
20/02/2022 21:58:35 Bet created n 129 1645923600 basketball USA NBA - G League Memphis Hustle,Sioux Falls Skyforce
20/02/2022 21:58:35 Bet created n 131 1645923600 basketball USA NBA - G League Windy City Bulls,Maine Celtics
20/02/2022 21:58:35 Bet created n 130 1645923600 basketball USA NBA - G League South Bay Lakers,Stockton Kings
20/02/2022 21:58:35 Bet created n 133 1645925400 basketball USA NBA - G League Rio Grande Valley Vipers,Texas Legends
20/02/2022 21:58:35 Bet created n 134 1645930800 basketball USA NBA - G League Santa Cruz Warriors,Birmingham Squadron
20/02/2022 21:58:35 Bet created n 135 1645992000 basketball USA NBA - G League Lakeland Magic,Fort Wayne Mad Ants
20/02/2022 21:58:35 Bet created n 136 1645992000 basketball USA NBA - G League Capital City Go-Go,Cleveland Charge
20/02/2022 21:58:35 Bet created n 137 1646002800 basketball USA NBA - G League Long Island Nets,Motor City Cruise
20/02/2022 21:58:35 Bet created n 132 1645923600 basketball USA NBA - G League Wisconsin Herd,Westchester
20/02/2022 21:58:35 Bet created n 138 1646002800 basketball USA NBA - G League Windy City Bulls,Maine Celtics
20/02/2022 21:59:29 Bet created n 139 1646006400 basketball USA NBA Charlotte Hornets,Detroit Pistons
20/02/2022 21:59:29 Bet created n 140 1646006400 basketball USA NBA Houston Rockets,Los Angeles Clippers
20/02/2022 21:59:29 Bet created n 143 1646017200 basketball USA NBA Los Angeles Lakers,New Orleans Pelicans
20/02/2022 21:59:29 Bet created n 141 1646008200 basketball USA NBA Golden State Warriors,Dallas Mavericks
20/02/2022 21:59:29 Bet created n 142 1646013600 basketball USA NBA Portland Trail Blazers,Denver Nuggets
20/02/2022 21:59:35 Bet created n 144 1646071200 basketball USA NBA - G League Oklahoma City Blue,Austin Toros Spurs
20/02/2022 22:00:29 Bet created n 145 1646092800 basketball USA NBA Cleveland Cavaliers,Minnesota Timberwolves
20/02/2022 22:00:29 Bet created n 146 1646092800 basketball USA NBA Orlando Magic,Indiana Pacers
20/02/2022 22:00:29 Bet created n 147 1646094600 basketball USA NBA Brooklyn Nets,Toronto Raptors
20/02/2022 22:00:29 Bet created n 148 1646094600 basketball USA NBA Miami Heat,Chicago Bulls
20/02/2022 22:00:29 Bet created n 149 1646096400 basketball USA NBA Memphis Grizzlies,San Antonio Spurs
20/02/2022 22:00:29 Bet created n 151 1646096400 basketball USA NBA Oklahoma City Thunder,Sacramento Kings
20/02/2022 22:00:29 Bet created n 150 1646096400 basketball USA NBA Milwaukee Bucks,Charlotte Hornets
20/02/2022 22:00:35 Bet created n 152 1646100000 basketball USA NBA - G League Salt Lake City Stars,Iowa Wolves
20/02/2022 22:00:35 Bet created n 153 1646103600 basketball USA NBA - G League Agua Caliente Clippers,Birmingham Squadron
20/02/2022 22:01:31 Bet created n 154 1646179200 basketball USA NBA Washington Wizards,Detroit Pistons
20/02/2022 22:01:31 Bet created n 155 1646181000 basketball USA NBA Boston Celtics,Atlanta Hawks
20/02/2022 22:01:31 Bet created n 156 1646181000 basketball USA NBA Toronto Raptors,Brooklyn Nets
20/02/2022 22:01:31 Bet created n 158 1646182800 basketball USA NBA Minnesota Timberwolves,Golden State Warriors
20/02/2022 22:01:31 Bet created n 159 1646190000 basketball USA NBA Los Angeles Lakers,Dallas Mavericks
20/02/2022 22:01:31 Bet created n 157 1646182800 basketball USA NBA Houston Rockets,Los Angeles Clippers
20/02/2022 22:01:37 Bet created n 160 1646179200 basketball USA NBA - G League Grand Rapids Gold,Wisconsin Herd
20/02/2022 22:01:37 Bet created n 161 1646179200 basketball USA NBA - G League Westchester,Greensboro Swarm
20/02/2022 22:01:37 Bet created n 163 1646184600 basketball USA NBA - G League Austin Toros Spurs,Texas Legends
20/02/2022 22:01:38 Bet created n 165 1646240400 basketball USA NBA - G League Oklahoma City Blue,Memphis Hustle
20/02/2022 22:01:37 Bet created n 164 1646190000 basketball USA NBA - G League Agua Caliente Clippers,Birmingham Squadron
20/02/2022 22:01:37 Bet created n 162 1646181000 basketball USA NBA - G League Raptors 905,Maine Celtics
20/02/2022 22:02:32 Bet created n 166 1646265600 basketball USA NBA Cleveland Cavaliers,Charlotte Hornets
20/02/2022 22:02:32 Bet created n 167 1646265600 basketball USA NBA Orlando Magic,Indiana Pacers
20/02/2022 22:02:32 Bet created n 169 1646269200 basketball USA NBA New Orleans Pelicans,Sacramento Kings
20/02/2022 22:02:32 Bet created n 168 1646267400 basketball USA NBA Philadelphia 76ers,New York Knicks
20/02/2022 22:02:32 Bet created n 171 1646269200 basketball USA NBA Houston Rockets,Utah Jazz
20/02/2022 22:02:32 Bet created n 173 1646276400 basketball USA NBA Phoenix Suns,Portland Trail Blazers
20/02/2022 22:02:32 Bet created n 170 1646269200 basketball USA NBA Milwaukee Bucks,Miami Heat
20/02/2022 22:02:32 Bet created n 172 1646272800 basketball USA NBA Denver Nuggets,Oklahoma City Thunder
20/02/2022 22:02:37 Bet created n 174 1646265600 basketball USA NBA - G League Grand Rapids Gold,Lakeland Magic
20/02/2022 22:02:37 Bet created n 175 1646265600 basketball USA NBA - G League Long Island Nets,Delaware Blue Coats
20/02/2022 22:02:37 Bet created n 177 1646272800 basketball USA NBA - G League Salt Lake City Stars,Iowa Wolves
20/02/2022 22:02:37 Bet created n 176 1646267400 basketball USA NBA - G League Raptors 905,College Park Skyhawks
20/02/2022 22:02:37 Bet created n 178 1646276400 basketball USA NBA - G League Stockton Kings,Santa Cruz Warriors
20/02/2022 22:02:37 Bet created n 179 1646323200 basketball USA NBA - G League Motor City Cruise,Westchester
20/02/2022 22:03:29 Bet created n 180 1646352000 basketball USA NBA Atlanta Hawks,Chicago Bulls
20/02/2022 22:03:29 Bet created n 181 1646353800 basketball USA NBA Boston Celtics,Memphis Grizzlies
20/02/2022 22:03:29 Bet created n 184 1646357400 basketball USA NBA Dallas Mavericks,Golden State Warriors
20/02/2022 22:03:29 Bet created n 182 1646353800 basketball USA NBA Brooklyn Nets,Miami Heat
20/02/2022 22:03:29 Bet created n 186 1646362800 basketball USA NBA Los Angeles Clippers,Los Angeles Lakers
20/02/2022 22:03:29 Bet created n 185 1646357400 basketball USA NBA San Antonio Spurs,Sacramento Kings
20/02/2022 22:03:29 Bet created n 183 1646353800 basketball USA NBA Toronto Raptors,Detroit Pistons
20/02/2022 22:03:39 Bet created n 187 1646420400 basketball France LNB Gravelines-Dunkerque,Nanterre
20/02/2022 22:03:39 Bet created n 188 1646422200 basketball France LNB Levallois,Lyon-Villeurbanne
27/02/2022 17:22:39 Bet created n 189 1646006400 basketball USA NBA Charlotte Hornets,Detroit Pistons
27/02/2022 17:22:39 Bet created n 191 1646008200 basketball USA NBA Golden State Warriors,Dallas Mavericks
27/02/2022 17:22:39 Bet created n 192 1646013600 basketball USA NBA Portland Trail Blazers,Denver Nuggets
27/02/2022 17:22:39 Bet created n 190 1646006400 basketball USA NBA Houston Rockets,Los Angeles Clippers
27/02/2022 17:22:39 Bet created n 193 1646017200 basketball USA NBA Los Angeles Lakers,New Orleans Pelicans
27/02/2022 17:22:45 Bet created n 194 1646071200 basketball USA NBA - G League Oklahoma City Blue,Austin Toros Spurs
27/02/2022 23:11:13 Bet created n 1 1646092800 basketball USA NBA Cleveland Cavaliers,Minnesota Timberwolves
27/02/2022 23:11:13 Bet created n 2 1646092800 basketball USA NBA Orlando Magic,Indiana Pacers
27/02/2022 23:11:13 Bet created n 3 1646094600 basketball USA NBA Brooklyn Nets,Toronto Raptors
27/02/2022 23:11:13 Bet created n 4 1646094600 basketball USA NBA Miami Heat,Chicago Bulls
27/02/2022 23:11:13 Bet created n 6 1646096400 basketball USA NBA Milwaukee Bucks,Charlotte Hornets
27/02/2022 23:11:13 Bet created n 7 1646096400 basketball USA NBA Oklahoma City Thunder,Sacramento Kings
27/02/2022 23:11:13 Bet created n 5 1646096400 basketball USA NBA Memphis Grizzlies,San Antonio Spurs
27/02/2022 23:11:19 Bet created n 8 1646092800 basketball USA NBA - G League Capital City Go-Go,Cleveland Charge
27/02/2022 23:11:19 Bet created n 9 1646100000 basketball USA NBA - G League Salt Lake City Stars,Iowa Wolves
27/02/2022 23:11:19 Bet created n 10 1646103600 basketball USA NBA - G League Agua Caliente Clippers,Birmingham Squadron
27/02/2022 23:12:13 Bet created n 11 1646179200 basketball USA NBA Washington Wizards,Detroit Pistons
27/02/2022 23:12:13 Bet created n 12 1646181000 basketball USA NBA Boston Celtics,Atlanta Hawks
27/02/2022 23:12:13 Bet created n 13 1646181000 basketball USA NBA Toronto Raptors,Brooklyn Nets
27/02/2022 23:12:13 Bet created n 14 1646182800 basketball USA NBA Houston Rockets,Los Angeles Clippers
27/02/2022 23:12:13 Bet created n 15 1646182800 basketball USA NBA Minnesota Timberwolves,Golden State Warriors
27/02/2022 23:12:13 Bet created n 16 1646190000 basketball USA NBA Los Angeles Lakers,Dallas Mavericks
27/02/2022 23:12:19 Bet created n 17 1646179200 basketball USA NBA - G League Grand Rapids Gold,Wisconsin Herd
27/02/2022 23:12:19 Bet created n 18 1646179200 basketball USA NBA - G League Westchester,Greensboro Swarm
27/02/2022 23:12:19 Bet created n 20 1646184600 basketball USA NBA - G League Austin Toros Spurs,Texas Legends
27/02/2022 23:12:19 Bet created n 19 1646181000 basketball USA NBA - G League Raptors 905,Maine Celtics
27/02/2022 23:12:19 Bet created n 22 1646240400 basketball USA NBA - G League Oklahoma City Blue,Memphis Hustle
27/02/2022 23:12:19 Bet created n 21 1646190000 basketball USA NBA - G League Agua Caliente Clippers,Birmingham Squadron
28/02/2022 21:49:07 Bet created n 1 1646092800 basketball USA NBA Cleveland Cavaliers,Minnesota Timberwolves
28/02/2022 21:49:07 Bet created n 2 1646092800 basketball USA NBA Orlando Magic,Indiana Pacers
28/02/2022 21:49:07 Bet created n 3 1646094600 basketball USA NBA Brooklyn Nets,Toronto Raptors
28/02/2022 21:49:07 Bet created n 5 1646096400 basketball USA NBA Memphis Grizzlies,San Antonio Spurs
28/02/2022 21:49:07 Bet created n 6 1646096400 basketball USA NBA Milwaukee Bucks,Charlotte Hornets
28/02/2022 21:49:07 Bet created n 7 1646096400 basketball USA NBA Oklahoma City Thunder,Sacramento Kings
28/02/2022 21:49:07 Bet created n 4 1646094600 basketball USA NBA Miami Heat,Chicago Bulls
28/02/2022 21:49:13 Bet created n 8 1646092800 basketball USA NBA - G League Capital City Go-Go,Cleveland Charge
28/02/2022 21:49:13 Bet created n 9 1646100000 basketball USA NBA - G League Salt Lake City Stars,Iowa Wolves
28/02/2022 21:49:13 Bet created n 10 1646103600 basketball USA NBA - G League Agua Caliente Clippers,Birmingham Squadron
01/03/2022 22:59:29 Bet created n 1 1646179200 basketball USA NBA Washington Wizards,Detroit Pistons
01/03/2022 22:59:29 Bet created n 2 1646181000 basketball USA NBA Boston Celtics,Atlanta Hawks
01/03/2022 22:59:29 Bet created n 5 1646182800 basketball USA NBA Minnesota Timberwolves,Golden State Warriors
01/03/2022 22:59:29 Bet created n 3 1646181000 basketball USA NBA Toronto Raptors,Brooklyn Nets
01/03/2022 22:59:29 Bet created n 6 1646190000 basketball USA NBA Los Angeles Lakers,Dallas Mavericks
01/03/2022 22:59:29 Bet created n 4 1646182800 basketball USA NBA Houston Rockets,Los Angeles Clippers
01/03/2022 22:59:35 Bet created n 7 1646179200 basketball USA NBA - G League Grand Rapids Gold,Wisconsin Herd
01/03/2022 22:59:35 Bet created n 8 1646179200 basketball USA NBA - G League Westchester,Greensboro Swarm
01/03/2022 22:59:35 Bet created n 9 1646181000 basketball USA NBA - G League Raptors 905,Maine Celtics
01/03/2022 22:59:35 Bet created n 10 1646184600 basketball USA NBA - G League Austin Toros Spurs,Texas Legends
01/03/2022 22:59:35 Bet created n 11 1646190000 basketball USA NBA - G League Agua Caliente Clippers,Birmingham Squadron
01/03/2022 22:59:35 Bet created n 12 1646240400 basketball USA NBA - G League Oklahoma City Blue,Memphis Hustle
01/03/2022 23:00:26 Bet created n 13 1646265600 basketball USA NBA Cleveland Cavaliers,Charlotte Hornets
01/03/2022 23:00:26 Bet created n 14 1646265600 basketball USA NBA Orlando Magic,Indiana Pacers
01/03/2022 23:00:26 Bet created n 15 1646267400 basketball USA NBA Philadelphia 76ers,New York Knicks
01/03/2022 23:00:26 Bet created n 16 1646269200 basketball USA NBA New Orleans Pelicans,Sacramento Kings
01/03/2022 23:00:26 Bet created n 17 1646269200 basketball USA NBA Milwaukee Bucks,Miami Heat
01/03/2022 23:00:26 Bet created n 18 1646269200 basketball USA NBA Houston Rockets,Utah Jazz
01/03/2022 23:00:26 Bet created n 19 1646272800 basketball USA NBA Denver Nuggets,Oklahoma City Thunder
01/03/2022 23:00:26 Bet created n 20 1646276400 basketball USA NBA Phoenix Suns,Portland Trail Blazers
01/03/2022 23:00:32 Bet created n 21 1646265600 basketball USA NBA - G League Grand Rapids Gold,Lakeland Magic
01/03/2022 23:00:32 Bet created n 22 1646265600 basketball USA NBA - G League Long Island Nets,Delaware Blue Coats
01/03/2022 23:00:32 Bet created n 24 1646272800 basketball USA NBA - G League Salt Lake City Stars,Iowa Wolves
01/03/2022 23:00:32 Bet created n 23 1646267400 basketball USA NBA - G League Raptors 905,College Park Skyhawks
01/03/2022 23:00:32 Bet created n 25 1646276400 basketball USA NBA - G League Stockton Kings,Santa Cruz Warriors
01/03/2022 23:00:32 Bet created n 26 1646323200 basketball USA NBA - G League Motor City Cruise,Westchester
01/03/2022 23:01:25 Bet created n 27 1646352000 basketball USA NBA Atlanta Hawks,Chicago Bulls
01/03/2022 23:01:25 Bet created n 28 1646353800 basketball USA NBA Boston Celtics,Memphis Grizzlies
01/03/2022 23:01:26 Bet created n 31 1646357400 basketball USA NBA Dallas Mavericks,Golden State Warriors
01/03/2022 23:01:26 Bet created n 29 1646353800 basketball USA NBA Brooklyn Nets,Miami Heat
01/03/2022 23:01:26 Bet created n 32 1646357400 basketball USA NBA San Antonio Spurs,Sacramento Kings
01/03/2022 23:01:26 Bet created n 30 1646353800 basketball USA NBA Toronto Raptors,Detroit Pistons
01/03/2022 23:01:26 Bet created n 33 1646362800 basketball USA NBA Los Angeles Clippers,Los Angeles Lakers
01/03/2022 23:01:32 Bet created n 34 1646420400 basketball France LNB Gravelines-Dunkerque,Nanterre
01/03/2022 23:01:38 Bet created n 35 1646352000 basketball USA NBA - G League Delaware Blue Coats,Cleveland Charge
01/03/2022 23:01:38 Bet created n 36 1646353800 basketball USA NBA - G League Sioux Falls Skyforce,Texas Legends
01/03/2022 23:01:38 Bet created n 38 1646416800 basketball USA NBA - G League Oklahoma City Blue,Iowa Wolves
01/03/2022 23:01:38 Bet created n 37 1646357400 basketball USA NBA - G League Rio Grande Valley Vipers,South Bay Lakers
05/03/2022 00:59:23 Bet created n 1 1646524800 basketball USA NBA Charlotte Hornets,San Antonio Spurs
05/03/2022 00:59:23 Bet created n 2 1646528400 basketball USA NBA Minnesota Timberwolves,Portland Trail Blazers
05/03/2022 00:59:23 Bet created n 4 1646528400 basketball USA NBA Memphis Grizzlies,Orlando Magic
05/03/2022 00:59:23 Bet created n 3 1646528400 basketball USA NBA Miami Heat,Philadelphia 76ers
05/03/2022 00:59:23 Bet created n 5 1646530200 basketball USA NBA Los Angeles Lakers,Golden State Warriors
05/03/2022 00:59:23 Bet created n 7 1646598600 basketball USA NBA Milwaukee Bucks,Phoenix Suns
05/03/2022 00:59:23 Bet created n 8 1646607600 basketball USA NBA Washington Wizards,Indiana Pacers
05/03/2022 00:59:23 Bet created n 6 1646589600 basketball USA NBA Boston Celtics,Brooklyn Nets
09/03/2022 00:03:14 Bet created n 9 1646870400 basketball USA NBA Charlotte Hornets,Boston Celtics
09/03/2022 00:03:14 Bet created n 10 1646870400 basketball USA NBA Detroit Pistons,Chicago Bulls
09/03/2022 00:03:14 Bet created n 12 1646872200 basketball USA NBA Milwaukee Bucks,Atlanta Hawks
09/03/2022 00:03:14 Bet created n 11 1646872200 basketball USA NBA Miami Heat,Phoenix Suns
09/03/2022 00:03:14 Bet created n 13 1646874000 basketball USA NBA Houston Rockets,Los Angeles Lakers
09/03/2022 00:03:14 Bet created n 14 1646874000 basketball USA NBA Minnesota Timberwolves,Oklahoma City Thunder
09/03/2022 00:03:14 Bet created n 15 1646874000 basketball USA NBA New Orleans Pelicans,Orlando Magic
09/03/2022 00:03:14 Bet created n 17 1646875800 basketball USA NBA Dallas Mavericks,New York Knicks
09/03/2022 00:03:14 Bet created n 16 1646875800 basketball USA NBA San Antonio Spurs,Toronto Raptors
09/03/2022 00:03:14 Bet created n 19 1646881200 basketball USA NBA Utah Jazz,Portland Trail Blazers
09/03/2022 00:03:14 Bet created n 18 1646881200 basketball USA NBA Sacramento Kings,Denver Nuggets
09/03/2022 00:03:14 Bet created n 20 1646883000 basketball USA NBA Los Angeles Clippers,Washington Wizards
09/03/2022 00:03:20 Bet created n 21 1646874000 basketball USA NBA - G League Birmingham Squadron,Iowa Wolves
09/03/2022 00:03:20 Bet created n 22 1646931600 basketball USA NBA - G League Oklahoma City Blue,Rio Grande Valley Vipers
16/03/2022 18:42:37 Bet created n 23 1647475200 basketball USA NBA Minnesota Timberwolves,Los Angeles Lakers
16/03/2022 18:42:37 Bet created n 24 1647475200 basketball USA NBA Houston Rockets,Phoenix Suns
16/03/2022 18:42:37 Bet created n 26 1647478800 basketball USA NBA Utah Jazz,Chicago Bulls
16/03/2022 18:42:37 Bet created n 25 1647477000 basketball USA NBA San Antonio Spurs,Oklahoma City Thunder
16/03/2022 18:42:37 Bet created n 28 1647482400 basketball USA NBA Sacramento Kings,Milwaukee Bucks
16/03/2022 18:42:37 Bet created n 29 1647484200 basketball USA NBA Los Angeles Clippers,Toronto Raptors
16/03/2022 18:42:37 Bet created n 30 1647558000 basketball USA NBA Orlando Magic,Detroit Pistons
16/03/2022 18:42:37 Bet created n 27 1647482400 basketball USA NBA Golden State Warriors,Boston Celtics
16/03/2022 18:42:43 Bet created n 31 1647475200 basketball USA NBA - G League Iowa Wolves,South Bay Lakers
